Evaluations,BestCost
0,2223.2915096827037
100,1627.848933562685
292,1547.3590421977583
484,1501.9853497510485
676,1429.272380719897
868,1377.657682956153
1060,1309.2140828541458
1252,1260.458301816627
1636,1238.5572587601894
1828,1219.2711898030989
2020,1201.7988592647891
2212,1190.3172109408058
2596,1163.8352571623307
2788,1163.5413651991523
2980,1153.763425839716
3172,1148.4360285038438
3364,1120.65713406062
3556,1114.792007018173
3940,1112.4190468088439
4324,1106.384760346583
4516,1095.007158862658
4900,1085.2292195032217
5092,1081.3016621947224
5860,1071.9497320961018
6436,1065.1350026187229
7396,1063.9732048013211
7972,1055.6617237850355
8356,1048.3299789972755
8548,1010.4105314502344
9316,1008.0868141825263
9700,1008.0803327029258
9892,1008.0803327029257
11044,1003.3440101580196
20836,982.9951475279951
21220,978.5115973704162
21604,972.3923374213994
22180,971.4639187993936
23716,966.6614891932047
24292,955.0798422694749
24868,923.8755528264477
25444,899.206998082319
26596,899.1812842702905
27172,892.7342240287953
35620,884.6346902457984
261220,865.578785783219
261604,860.2040598378829
262756,859.1926771134985
262948,852.0084523578522
263140,840.4506644050609
263524,836.6958090632114
263908,833.8626392116071
267364,830.6726378244695
268708,830.6726378244693
271780,829.4006661165339
275428,828.7294855702795
276004,828.7018647083812
