Evaluations,BestCost
0,2034.3741160523718
100,1131.1383997424264
292,1130.8044810585257
484,1128.4568632125402
676,1127.5284445905343
868,1114.9575110654732
1252,1110.79273737133
1444,1106.8325471463768
1636,1098.4083224460558
1828,1076.7860985416833
2020,1037.6771375539756
2212,1019.5024778673628
2404,1007.8472592679452
2596,1001.5858966617084
2788,979.4909160761226
2980,974.488841503195
3556,952.7263877535098
3940,946.3798289616894
4132,944.7407671810233
4516,930.9204191430567
4900,910.3196490878311
5092,908.6585932776713
5284,906.3647243725167
7780,905.8738556906997
8932,889.5076530145766
21796,888.6548816763592
26980,888.2276977715002
124132,876.4918406598567
124708,839.0904564465134
125476,837.6823087398386
126436,834.3479692668177
126628,825.3265332043657
128548,824.9060173355367
139108,820.7216980631288
142180,816.5509234275498
156004,816.4609002520601
