Evaluations,BestCost
0,2223.2915096827037
100,1627.848933562685
292,1572.1923869646305
484,1455.7479981875977
676,1372.0429737189236
868,1368.78929626604
1060,1337.9261963150195
1252,1300.0060204116492
1636,1215.2291417053643
2020,1214.8519260456426
2212,1150.7040707480987
2404,1144.835200098503
2788,1099.5803270328195
3172,1099.0152518114598
3364,1057.4914082827852
3556,1051.007285816635
3748,1039.31933557424
3940,1033.708966170207
4324,1029.4916155829042
4516,1010.2100527736262
4900,997.9616429625302
6244,996.8287163516951
7012,990.6215240002081
13924,987.7458436818971
17380,981.2601095312788
