Evaluations,BestCost
0,2858.775069124212
100,2514.5958378609553
292,2064.219287588622
484,1619.9102683259018
676,1487.0378505153321
868,1362.593485864054
1060,1289.598265362722
1252,1118.3920030264658
1444,1077.139911278191
1636,1054.7903457239981
1828,970.6852653306162
2020,887.506701845881
2212,884.1942001389841
2404,867.4645034494396
2596,831.8227845975641
2788,826.2122239645007
2980,816.0495024794627
3172,812.2959035733716
3364,806.2888781899682
3556,794.9580003395832
3748,794.1553569558704
3940,780.2585583536822
4132,779.9093934644746
4324,775.1639082780571
4516,771.6150946215431
4708,769.1429586665434
4900,767.8798869435302
5092,762.242449407057
5284,761.1258382964128
5668,760.4769231118295
6244,760.3539273349836
6628,760.3416382857746
7396,760.1478224894148
7588,758.7746900706701
24676,757.9153948936164
24868,756.4718533367031
47524,755.9733576689428
49636,755.1712902569573
49828,754.781719316619
50020,754.7817193166189
50788,754.5555735424535
