Evaluations,BestCost
0,3129.5316618863776
100,1074.9462192154813
292,1011.4550686653574
484,904.5463242111645
676,809.8740187603275
868,797.535905628723
1060,786.4870770241483
1252,780.2428299792994
1444,770.1522289215854
1636,761.7961963492187
1828,753.2593205173548
2020,752.6292818834515
2212,744.6296156372089
2404,741.9261210288041
2788,739.3814157348058
2980,738.8430753704072
3172,738.4999296198995
3364,736.8137514509455
3748,736.3248795825688
3940,735.9817338320612
4324,735.7827838340997
4516,733.6060926205552
29668,732.850356517847
30436,730.0638357745192
30820,727.3980558974079
38884,727.2042401010482
