Evaluations,BestCost
0,1680.0767872461217
100,676.9746168086034
302,672.4757434536626
504,654.5716468797011
706,641.7557830873509
908,636.4558192026186
1110,630.1539456117316
1312,626.2180725565229
1716,620.8656104877296
1918,616.6055324874399
2726,615.8040224856428
3534,615.8040224856427
24946,611.0916686149544
25350,610.9717931842972
46762,610.0237694398522
47368,610.0237694398521
48176,604.5684951548176
48378,600.6653593783115
49388,587.101855065201
56458,586.085647185695
56862,585.7283973683423
57064,585.7283973683421
59286,585.1969899244938
60296,582.9606461535108
66356,573.7221496025624
66558,573.2226922218039
66760,566.5796315207934
67164,566.4702547736257
68780,563.047381439165
73426,561.6550192517362
77264,560.8161897307909
78072,560.5068715792627
78274,560.2038461581149
78678,560.1090473797008
78880,557.0697677573635
79082,556.0051018785161
80092,542.3706636793316
