Instance,Configuration,Cost,TimeMs,BestEval
P-n22-k2,nn_lns,217.85215074022966,975,6820
P-n22-k2,sa_lns,217.85215074022966,5261,3364
P-n22-k2,all,217.85215074022966,5662,2596
P-n22-k8,baseline,588.7935242586069,516,5284
P-n22-k8,nn,622.1624594796987,482,2596
P-n22-k8,sa,588.7935242586069,555,9316
P-n22-k8,lns,640.4225241797925,595,868
P-n22-k8,nn_sa,622.1624594796987,582,2212
P-n22-k8,nn_lns,600.8255367310456,598,265444
P-n22-k8,sa_lns,588.7935242586069,708,3364
P-n22-k8,all,600.8255367310456,568,268324
P-n23-k8,baseline,531.1738035458811,452,70948
P-n23-k8,nn,531.1738035458811,411,59620
P-n23-k8,sa,541.790883507171,506,7588
P-n23-k8,lns,531.1738035458812,583,149860
P-n23-k8,nn_sa,531.1738035458811,549,282148
P-n23-k8,nn_lns,533.8331879895072,659,1252
P-n23-k8,sa_lns,541.7908835071709,738,7972
P-n23-k8,all,533.8331879895072,695,1636
P-n40-k5,baseline,474.83951009765485,715,74596
P-n40-k5,nn,493.42249535811766,683,144868
P-n40-k5,sa,507.9239749723939,6025,50980
P-n40-k5,lns,461.72617176318863,1371,124900
P-n40-k5,nn_sa,512.889548056002,6441,197476
P-n40-k5,nn_lns,482.43351916147515,1308,18724
P-n40-k5,sa_lns,461.72617176318863,6145,10468
P-n40-k5,all,468.53018788282475,6882,74212
P-n45-k5,baseline,533.8037986271909,657,40612
P-n45-k5,nn,567.0758366693497,659,105124
P-n45-k5,sa,646.9620182815493,8534,36580
P-n45-k5,lns,523.0776601088578,1308,153700
P-n45-k5,nn_sa,563.0293279341777,7646,137956
P-n45-k5,nn_lns,523.0999613570184,1313,34468
P-n45-k5,sa_lns,526.6263227132085,8345,143524
P-n45-k5,all,528.067939892842,9040,135268
P-n50-k10,baseline,745.85578094335,699,251236
P-n50-k10,nn,756.7328865350756,758,29860
P-n50-k10,sa,739.7602437211037,2973,49828
P-n50-k10,lns,725.7525817638457,961,326884
P-n50-k10,nn_sa,795.4960661470236,2991,15076
P-n50-k10,nn_lns,783.8829854207024,918,26980
P-n50-k10,sa_lns,798.3248281481406,3057,242404
P-n50-k10,all,778.7991428637508,3068,27172
P-n50-k7,baseline,640.5986179916347,721,138340
P-n50-k7,nn,600.466113008405,804,223396
P-n50-k7,sa,613.8224990479072,6325,339172
P-n50-k7,lns,590.5845909600235,1069,105892
P-n50-k7,nn_sa,616.9478666457653,5854,338404
P-n50-k7,nn_lns,576.8125204318287,1316,104932
P-n50-k7,sa_lns,588.1195581591328,6595,51364
P-n50-k7,all,579.7804745620209,6582,232228
P-n50-k8,baseline,656.7605162668032,681,80740
P-n50-k8,nn,649.6583958786141,751,28516
P-n50-k8,sa,690.994200768485,4355,210916
P-n50-k8,lns,674.1786878954945,1167,26212
P-n50-k8,nn_sa,654.8210081375088,3800,344356
P-n50-k8,nn_lns,642.386335496259,1221,301540
P-n50-k8,sa_lns,691.0273984538135,4548,69796
P-n50-k8,all,642.980430341501,4009,247588
P-n51-k10,baseline,789.39613850424,681,40996
P-n51-k10,nn,856.1121012546805,682,64804
P-n51-k10,sa,834.8712892575488,3107,346468
P-n51-k10,lns,901.4754446722654,957,22948
P-n51-k10,nn_sa,881.7551161455697,2978,20836
P-n51-k10,nn_lns,804.1695034689137,838,79780
P-n51-k10,sa_lns,859.0328331251164,3477,15268
P-n51-k10,all,813.8160977086952,3137,306532
P-n55-k10,baseline,765.2707090147944,674,276196
P-n55-k10,nn,722.323921322525,683,316516
P-n55-k10,sa,780.2817928283204,3630,134116
P-n55-k10,lns,738.8153557878913,1223,6436
P-n55-k10,nn_sa,727.5335655611842,3541,338020
P-n55-k10,nn_lns,729.134032946426,1127,317092
P-n55-k10,sa_lns,726.4890152794736,4081,13348
P-n55-k10,all,735.081228238468,3932,258532
P-n55-k15,baseline,1002.8015801189355,748,217444
P-n55-k15,nn,975.6843050282006,995,21604
P-n55-k15,sa,978.3385386339776,1574,24484
P-n55-k15,lns,993.7939038124504,940,80740
P-n55-k15,nn_sa,971.778184509484,874,37348
P-n55-k15,nn_lns,966.6951848357617,961,62692
P-n55-k15,sa_lns,993.8284241445059,1618,199396
P-n55-k15,all,976.5657766324946,1473,146212
P-n55-k7,baseline,622.5157663782976,666,58084
P-n55-k7,nn,634.4868477166192,692,67300
P-n55-k7,sa,677.6497416725894,8463,188644
P-n55-k7,lns,599.6599625635655,1467,60580
P-n55-k7,nn_sa,634.4868477166192,8486,341284
P-n55-k7,nn_lns,612.2559337695254,1248,145636
P-n55-k7,sa_lns,583.5252501217733,9177,38884
P-n55-k7,all,590.1357665192137,9336,270244
P-n55-k8,baseline,644.5538938528676,700,321124
P-n55-k8,nn,677.3662488140636,742,130468
P-n55-k8,sa,644.1504956763537,7644,343396
P-n55-k8,lns,591.0112967801305,1309,22756
P-n55-k8,nn_sa,642.2466788427943,8226,349348
P-n55-k8,nn_lns,596.7057928437896,1227,339748
P-n55-k8,sa_lns,617.539066670487,11124,154468
P-n55-k8,all,613.2482359174332,9787,97060
P-n60-k10,baseline,822.5769101691695,841,46372
P-n60-k10,nn,808.4295586989633,951,43108
P-n60-k10,sa,861.785851111417,5571,253540
P-n60-k10,lns,797.4887109902428,1198,137764
P-n60-k10,nn_sa,831.7594954126639,4979,90916
P-n60-k10,nn_lns,823.6552141071494,1142,345508
P-n60-k10,sa_lns,840.8014685490238,5268,101284
P-n60-k10,all,829.014494577879,4596,53476
P-n60-k15,baseline,1031.9465433708679,883,183844
P-n60-k15,nn,1044.762950324854,868,186724
P-n60-k15,sa,1043.711469347534,2270,188836
P-n60-k15,lns,1004.8731248292592,1232,287716
P-n60-k15,nn_sa,1021.3510940984139,2352,207652
P-n60-k15,nn_lns,998.5704730603586,1333,326692
P-n60-k15,sa_lns,1026.0175731955646,2592,335332
P-n60-k15,all,1008.5724566518777,2687,193636
P-n65-k10,baseline,874.9104705337355,773,251620
P-n65-k10,nn,880.3604301656467,813,135652
P-n65-k10,sa,845.1689865891344,6334,178276
P-n65-k10,lns,888.0204658142685,1286,71716
P-n65-k10,nn_sa,871.2746485474619,6615,164644
P-n65-k10,nn_lns,877.7148864463702,1241,151396
P-n65-k10,sa_lns,884.2046471931233,7135,327076
P-n65-k10,all,868.5969868206844,7176,55588
P-n70-k10,baseline,985.4592636916958,794,139492
P-n70-k10,nn,976.7409149403966,829,162340
P-n70-k10,sa,903.4651670781086,8351,186724
P-n70-k10,lns,890.0379800269397,1151,41380
P-n70-k10,nn_sa,966.846319796204,7991,31204
P-n70-k10,nn_lns,898.7642318422375,1064,280420
P-n70-k10,sa_lns,878.8406117339846,7606,66148
P-n70-k10,all,960.0240579255601,7705,154660
P-n76-k4,baseline,781.6705300292097,777,198244
P-n76-k4,nn,734.1622675347269,762,31972
P-n76-k4,sa,730.356668469218,41648,304228
P-n76-k4,lns,702.8275060850866,1692,314404
P-n76-k4,nn_sa,700.356970376444,44861,343972
P-n76-k4,nn_lns,649.8789847912708,1691,8548
P-n76-k4,sa_lns,694.2633453994546,43235,32740
P-n76-k4,all,691.4765940669919,48204,61348
P-n76-k5,baseline,753.7216882091499,957,341668
P-n76-k5,nn,756.246302643938,837,140836
P-n76-k5,sa,761.5678218671001,32852,344740
P-n76-k5,lns,710.2121352519083,1688,19684
P-n76-k5,nn_sa,739.1863978678912,31094,342052
P-n76-k5,nn_lns,722.31436585688,1520,155044
P-n76-k5,sa_lns,766.8329639698361,32909,26788
P-n76-k5,all,705.3173352003437,30468,311908
