Evaluations,BestCost
0,2613.1741403286583
100,2547.5972819496237
292,1983.2821274178746
484,1793.6389890072066
676,1598.3812066735923
868,1386.1054019473056
1060,1377.664675456164
1252,1264.2906955524072
1444,1259.671829665923
1636,1255.593040961586
1828,1238.895805479784
2020,1210.9147647342802
2212,1161.0424141158787
2404,1149.288853028145
2596,1144.8743499858256
2788,1108.7355375609006
2980,1106.2289728341605
3172,1103.465879690285
3556,1100.4800252867483
3940,1095.2714458354978
4324,1089.8617764333278
5668,1085.9186342877454
5860,1076.523877061897
6052,1074.1129010508314
7972,1073.999627813516
8356,1073.3011026360655
9892,1069.6336071271023
10276,1068.7662938079663
11428,1067.2682427421248
11620,1063.8988983203153
12388,1061.6396557045734
16612,1061.6396557045732
106468,1058.4095529227802
106852,1055.2822407957915
107044,1044.494238858092
107236,1039.3876471524827
107428,1027.3300854997524
107812,1026.232120263894
108004,1023.8935183798628
108196,1022.0713222270734
108388,1000.7700179823402
