Evaluations,BestCost
0,2613.1741403286583
100,2547.5972819496237
292,2014.051050752082
484,1649.3644604353722
676,1573.8006892194176
868,1457.0020194530518
1060,1404.4741168888731
1252,1357.1109402612856
1444,1286.727621519511
1636,1270.647113765353
1828,1230.3386442312196
2020,1183.1624411222915
2212,1169.8370075244745
2404,1130.3330550692378
2596,1104.9408115240353
2788,1097.4507102210332
2980,1089.124695597599
3172,1085.9323899072103
3364,1076.8187390172511
3556,1058.8103657918077
3748,1056.3840977788664
3940,1048.893996475864
4132,1045.5118131706192
4324,1029.085170431134
4516,1028.6562216605353
4708,1009.872419135693
4900,1009.8484808148662
5668,1009.3425517457672
5860,1009.2027005637217
13924,1007.7305583977472
14308,999.5856887908981
