Instance,BestCost,MeanCost,StdDevCost,MeanIterations,Satisfability
B-n52-k7,755.2338603839544,775.8633440785306,40.98744462377993,62388.8,318.8,51/51
B-n56-k7,725.0600091691763,738.6404877408902,14.174390237799736,51753.4,263.2,55/55
B-n57-k7,1143.9458329341337,1155.0250594513914,11.36858443731353,73668.4,365.2,56/56
B-n57-k9,1617.1905618409105,1657.1067099637426,44.15851144706919,110267.2,557.4,56/56
B-n63-k10,1571.3204114405398,1593.91008559512,19.24424031339893,116660.0,583.8,62/62
B-n64-k9,988.5704533053554,1020.8533495591425,27.60087519886928,150590.0,746.0,63/63
B-n66-k9,1356.924615026364,1403.0179079507006,39.734454543765096,110311.2,546.6,65/65
B-n67-k10,1102.1027148735704,1123.565181021156,35.887373139914395,102067.6,513.4,66/66
B-n68-k9,1310.7553438375526,1327.2454149291475,13.283460536154134,132420.0,662.6,67/67
B-n78-k10,1288.271833040099,1331.2563838346784,52.27009808036307,121664.8,605.8,77/77
B-n31-k5,677.1555944548586,684.4265795074905,4.5339554855389395,99186.2,514.4,30/30
B-n34-k5,790.0603505793069,796.0564904060427,10.424201976520472,34805.6,175.4,33/33
B-n35-k5,956.29409898826,985.9538080970382,17.10700119321143,137809.6,703.6,34/34
B-n38-k6,818.8075385086485,827.8035167503133,8.133542843332313,159181.0,816.8,37/37
B-n39-k5,553.1564551229109,585.1624361660272,45.527877507522646,106637.6,541.8,38/38
B-n41-k6,848.1278610436134,893.3438321090456,38.877557135849784,214727.8,1068.8,40/40
B-n43-k6,754.9465432156192,775.3271006077368,25.3827441446236,34243.2,175.2,42/42
B-n44-k7,948.1008174319047,965.6604080602119,23.97512673297532,74366.8,374.2,43/43
B-n45-k5,793.8796561651325,858.1356922422831,43.925183930596916,72820.0,361.0,44/44
B-n45-k6,708.6374524478495,750.7164863069617,34.91090658671604,123926.0,614.0,44/44
B-n50-k7,744.3390151495398,754.3868680131095,9.328844597112575,93278.4,476.4,49/49
B-n50-k8,1326.4180755596337,1342.673587425724,24.149944431463457,58367.2,293.8,49/49
B-n51-k7,1074.8993957580255,1148.7290637096896,43.50918253593809,78839.6,390.8,50/50
B-n52-k7,754.0508325149285,757.7282710550435,4.201546057637767,173638.4,886.4,51/51
B-n56-k7,719.3511056282842,726.6590584883984,4.907495207879255,135754.2,689.6,55/55
B-n57-k7,1144.8059959082898,1152.6794032524608,15.846678292359883,98716.4,489.2,56/56
B-n57-k9,1638.8836418146668,1682.1680641083992,35.30126368536104,260786.8,1317.6,56/56
B-n63-k10,1568.0099217267339,1589.2417312425737,26.413501609606524,89260.0,446.8,62/62
B-n64-k9,964.5803308724032,1015.5337981853183,41.76637157205063,158750.8,786.4,63/63
B-n66-k9,1352.9662434396582,1410.6220750579687,48.332844411944784,151478.8,750.4,65/65
B-n67-k10,1066.9518522087,1122.613496192104,57.66919019139813,32974.8,166.2,66/66
B-n68-k9,1304.687767751467,1345.766608544034,29.075798473254352,79220.0,396.6,67/67
B-n78-k10,1258.1874591972116,1342.0471801906672,57.493453015917176,159010.6,791.6,77/77
B-n31-k5,676.0884122584414,681.1704357376127,5.862237772962232,102891.8,533.6,30/30
B-n34-k5,789.8408678128492,793.2631630756903,3.873669952673439,124713.8,627.2,33/33
B-n35-k5,965.1926944429623,980.3201711878279,13.309523762387466,21346.4,109.4,34/34
B-n38-k6,808.7026097356141,819.1190778416186,12.314308758501802,58483.0,300.4,37/37
B-n39-k5,553.1564551229109,579.823965093289,20.400887627570437,141467.2,718.6,38/38
B-n41-k6,848.1278610436134,868.1947559379448,24.17108637603944,84077.8,418.8,40/40
B-n43-k6,755.2462984917727,768.84811666916,12.522599988844306,94611.2,483.2,42/42
