Evaluations,BestCost
100,2842.666912016084
292,2722.464288348471
484,2607.617729303886
676,2533.790904817774
868,2479.5948425835645
1060,2429.1758327150924
1252,2336.7803626578184
1444,2283.121267579671
1636,2216.927222420422
1828,2189.9854883300095
2020,2139.814038675874
2212,2096.8698758979
2404,2062.1570836614433
2596,2011.1911977161035
2788,1993.9473845837315
2980,1971.7831181375618
3172,1952.8370531151645
3364,1946.18190709302
3556,1931.7100621934187
3748,1884.7438547168817
3940,1867.5697589736947
4132,1861.6662225642704
4324,1856.345538317962
4516,1848.858385866699
4708,1847.861951849791
4900,1835.5553886982116
5092,1833.9957519740246
5284,1829.7686570591725
5476,1828.7722230422646
5668,1828.1168543425676
5860,1827.624593269937
6052,1825.5915462295231
6244,1821.8774401629473
6436,1810.6609373602714
6628,1809.6645033433635
6820,1807.2639184575035
7204,1804.7374856208407
7396,1796.5264290994821
7588,1785.6674201110984
7780,1778.1667609575163
8164,1754.036706142799
8356,1752.9693568202383
8548,1752.5105583906281
8932,1748.840641911843
9124,1747.3027198202226
9316,1682.7206577856462
9508,1679.8290735750888
9700,1656.5108063147602
10084,1626.2140004907446
10276,1616.923719566002
10852,1608.1783741613222
11044,1591.066419802892
11236,1582.4150942111646
11428,1581.6807150880327
12004,1571.2677317500961
12196,1565.9374378842551
12772,1563.8531900277753
13156,1563.8023435047917
13348,1545.0168887495968
13732,1525.433881398447
13924,1524.7080602217577
14116,1510.8676652810575
14308,1494.0484228827827
14500,1493.6412521563489
14692,1490.5796336656103
14884,1489.853812488921
15076,1484.5668938291876
15268,1484.1597231027538
16228,1480.9787556771462
16420,1479.4272543593927
16996,1477.7704001099003
18148,1475.9801100573234
20452,1409.1044038875045
21028,1408.9328021785916
22180,1408.1323267555729
23140,1406.8359923673586
23332,1405.9119512652194
23524,1405.7643706305564
23908,1405.3674732337047
24292,1401.801225796605
24484,1394.6296529213512
24676,1393.1055730240334
24868,1387.8109056623982
25636,1386.2868257650805
25828,1382.5408633471736
26020,1378.5480507929888
26212,1370.1019035031225
26596,1367.9661436181516
26980,1367.2810818266892
28132,1365.9090032827582
28516,1364.5831324846026
28900,1363.848753361471
29092,1360.7878527350265
30052,1354.8651052552077
30628,1329.1662915823008
31588,1314.3534506022502
31780,1308.9117991643232
32740,1294.5074838228015
32932,1293.3607735453115
33124,1291.4831725067597
33316,1260.1071474296364
33508,1243.6458294655445
33892,1243.0723013897443
34276,1241.3321836106422
35044,1241.1166026061164
35428,1239.7832075041295
36004,1236.7274794141285
36580,1232.1820431058477
36772,1229.7814582199878
38692,1225.7581776392185
39268,1222.264264294259
40804,1221.8157656120125
41764,1220.7716556621026
48868,1220.4553649292245
67492,1218.6031481957452
88612,1218.1685864199887
