Evaluations,BestCost
100,1590.396184043268
292,1565.094915795184
484,1434.0951008573659
676,1391.0689691951227
868,1357.1784045132133
1060,1316.9731926874215
1252,1269.1257918193273
1444,1254.5587082392813
1636,1231.0911758127936
1828,1200.3605772516225
2020,1178.3047917644371
2212,1173.6003570219796
2404,1152.5920255286298
2596,1146.559319754164
2788,1141.7818815855321
2980,1128.9126813964597
3172,1115.8355042736318
3364,1093.8731169255807
3556,1081.991524247062
3748,1080.5453859967754
3940,1078.9096378567017
4132,1077.5370746833066
4324,1074.0206182381733
4516,1073.7626495723696
4708,1069.3077232708008
4900,1067.1724064524558
5092,1062.2205465027325
5284,1059.4583097557568
5476,1040.572986527832
6052,1039.167769112279
6244,1034.490672487818
6628,1030.332434019078
6820,1027.463371264096
7012,1023.2114546166041
7396,1018.8721685330319
8356,1018.6381503735902
8932,1017.9139655169328
9124,1013.0649213469992
9892,1007.8616400920473
10276,1006.6148552326863
10468,1006.3276690233403
10660,1004.3120451926776
11236,986.5314064283683
11620,983.6949386870135
12196,983.4994011608864
12388,978.561437084184
12580,960.5259855070747
12772,952.7861679854982
12964,949.7589324627398
13348,938.8336981815257
13540,938.385808873119
13924,931.7643106358435
14116,930.9659599844497
14308,919.0273664396013
15268,918.3769895706664
16612,918.3769895706662
17956,917.7622351973507
