Evaluations,BestCost
100,1145.3830974936768
292,1068.6503709870965
484,992.5819742482718
676,907.3365551243908
868,851.7453041146589
1060,828.7401689888127
1252,772.7596530793888
1444,753.379954368934
1636,742.8823718662782
1828,694.4555270339796
2020,686.935801255188
2212,681.9192519477012
2596,668.5504663356285
3364,662.5431423700579
3556,659.9184271543822
3748,658.1185354843399
3940,634.0532933619817
4516,633.376432427843
4900,615.1716379915512
5092,614.1954111680043
5668,609.0618098989992
7588,597.3060754045991
7972,597.306075404599
8164,597.3060754045989
8548,577.4399832207315
