Evaluations,BestCost
100,3071.8849871789876
292,3009.294179021502
484,2968.7186090901246
676,2849.056642802863
868,2788.1647456047135
1060,2673.6389400307726
1252,2600.9946160068903
1444,2572.898411008181
1636,2533.9524550663236
1828,2496.6122647951734
2020,2476.1322033993038
2212,2460.8702856863183
2404,2446.630726030321
2596,2434.9206345757493
2788,2404.7121324385803
2980,2373.126634314471
3172,2359.6586271712567
3364,2351.4927761663125
3556,2317.3226904780267
3748,2297.2432599459826
3940,2280.745744745687
4132,2267.6909865879616
4324,2264.9439465886153
4900,2248.993052058332
5092,2239.814130471425
5284,2239.546418351568
5476,2218.2265788761774
5668,2206.1598468791635
5860,2206.054867017295
6052,2201.5331333293625
6244,2199.377280457123
6436,2186.7172945840807
6820,2183.6783358989496
7012,2182.852329002872
7204,2181.4994309295867
7396,2113.6609716336743
7588,2110.622012948543
8164,2104.053457016968
9316,2089.261021898464
10084,2088.645949980128
10852,2083.1416370397633
11044,2065.183521726479
11812,2025.5233382324332
12196,2019.9495207455088
12388,2019.2048779716183
12580,2018.5873198755016
12964,2018.1928766770043
13540,2008.26914576527
13924,2005.9821489331935
14116,1979.12291390861
16996,1970.0335427396108
17764,1969.5776089927058
20452,1969.0172806519754
21028,1967.095559317359
21412,1938.4366741741605
21796,1938.3584288683855
22564,1937.8008955558748
22756,1934.801103588697
23140,1929.2967906483323
24292,1928.9907222263128
25060,1928.0660069145179
25252,1922.5135763255803
25444,1920.7753009525395
26212,1918.973245137538
26404,1917.4419598738068
26980,1917.4419598738064
28132,1908.4624753810008
30628,1898.7823401382175
31012,1898.6271666226548
31780,1885.7430925206286
31972,1884.3601564037099
32164,1878.3269552559955
32356,1877.5840352039554
32548,1877.0625597369358
32740,1877.057143138812
32932,1865.2826466611968
34276,1864.7611711941772
36580,1864.0907177573436
36964,1863.6909232666437
38308,1856.726379524339
38884,1853.7569719795874
39268,1853.3742278347886
39844,1852.9104575989882
41380,1852.6534922380488
41764,1852.5054113643919
45028,1849.0633416294127
46372,1840.7475027294704
46756,1840.74750272947
47908,1840.4194360687843
52900,1835.8361695195513
53284,1833.770309106808
54052,1825.1686964398402
54628,1825.16869643984
54820,1820.6072586610203
55396,1818.3717876233604
55780,1818.318670089179
55972,1818.3186700891788
56932,1817.6543253342106
57124,1814.7004216657137
60004,1813.117844649973
60388,1812.4534998950048
69412,1811.1231147778135
70948,1810.0224842248756
71332,1809.3870129166298
72676,1809.3269400127683
78628,1809.0047258212112
78820,1808.3692545129657
80548,1808.3503648820501
87652,1808.3110930174103
121828,1807.9396319493271
122596,1806.699397917248
135268,1804.2868704847865
140068,1802.3339834253306
142180,1801.2630377629243
146788,1799.7555515575177
153316,1799.2802919299438
