Evaluations,BestCost
0,3425.6345956758882
100,1743.2795571642018
292,1654.8294812441018
484,1559.8391786062145
676,1466.2653810047702
868,1399.8416825579798
1060,1378.5385563065206
1252,1363.461568587333
1444,1314.0760380496217
1636,1295.9508610234182
1828,1283.6803957381383
2020,1273.8019723357017
2212,1260.7480920874782
2404,1250.8696686850417
2788,1250.56245515229
2980,1223.0690879642868
3172,1220.6072501516405
3364,1212.1708491946501
3556,1211.624238503403
3748,1205.6528997021833
4516,1204.192243148487
4708,1170.8769517851367
4900,1167.1427758324328
5092,1161.4725569216623
5284,1161.0767360762418
6052,1159.6433508551677
6436,1158.1168630716577
6820,1153.7887360081872
8164,1153.0507760058915
10660,1152.0187731211784
11044,1151.703579072398
11236,1150.8932558203073
11620,1149.7144903222215
11812,1148.2532290902643
228196,1147.6357942900786
