Evaluations,BestCost
0,3613.5899239823
100,3371.0036605471555
292,2729.1360800749426
484,2545.1714758755497
676,2346.808962464934
868,2112.2078921582765
1060,2002.4658663026976
1252,1857.2666067014677
1444,1794.59139252962
1636,1788.23846562215
1828,1651.3426088375652
2020,1636.140563352172
2212,1586.8218762707381
2404,1569.2336319283925
2596,1552.5451545582432
2788,1540.5670999452764
2980,1532.009823148277
3172,1519.4769414240025
3364,1473.7356177407876
3556,1422.9381299175625
3748,1406.0057398098431
3940,1398.930221796645
4132,1392.4076372511822
4324,1380.7825188510997
4516,1372.2460110949662
4708,1361.0121417914893
4900,1284.2549313808859
5092,1273.8884832854012
5284,1263.0702637732584
5476,1251.382234702797
5860,1250.00025290332
6052,1248.8186339875483
6244,1247.6470611122945
7204,1247.345661380803
7396,1246.9920066346067
7588,1189.332045349309
7780,1188.610118105265
7972,1188.0075503412456
8164,1187.3140931986668
8548,1182.4988114931596
8740,1182.1628763802305
8932,1180.5660710661502
9124,1179.2278666892748
9700,1178.6252989252555
11044,1177.6838192188825
11620,1177.4723164801724
173668,1155.0893206991568
173860,1152.2608935744106
174052,1150.4869202050781
174244,1149.3153473298244
174436,1148.6388971018694
174628,1147.795194128754
175204,1147.635278806456
175972,1147.47738363041
