Evaluations,BestCost
0,3425.6345956758882
100,1743.2795571642018
292,1669.2768516333952
484,1661.4180249970213
676,1648.488499653061
868,1639.5554204841399
1060,1634.8930406492934
1252,1608.3198879716317
1444,1603.4905192080403
1636,1589.840553440401
1828,1522.2539630832102
2020,1509.5849070406637
2212,1507.2679619976593
2404,1502.1850732836224
2596,1488.466739446761
2980,1485.0084425377054
3172,1478.446691052498
3364,1455.952945605295
3556,1449.849585722271
3748,1446.3912888132154
3940,1442.8169301748985
4132,1440.0463534088517
4324,1435.5439003181414
4516,1430.6666962326126
4708,1421.05789602813
4900,1419.1751170748735
5092,1417.3817986504346
5284,1416.972150582651
5476,1416.8650450581636
5668,1416.3037108333526
5860,1414.1463124393274
6244,1411.2968952833285
6436,1409.8996507992445
6628,1408.2834706790547
6820,1405.1156559894166
7012,1403.708603121315
7204,1403.4155700981441
7396,1402.0808681168787
7588,1396.927024488911
8548,1393.9632722485146
8932,1392.6757322332214
9124,1391.4241224344778
9508,1387.267884916423
9700,1387.0214573905284
9892,1385.2026117001365
10084,1380.3744008500496
10468,1380.1971757019287
11044,1379.0702313113109
11236,1378.008263172686
12772,1377.8939280882882
13156,1373.1148282779834
13540,1372.4167676192194
14308,1368.510442767324
15076,1345.4332929625457
15460,1343.2156301642399
15652,1342.1752783795641
16036,1338.0867961758236
16228,1337.5401854845768
16612,1337.5401854845763
18724,1337.0562088782654
21028,1335.2245754555975
26788,1331.3990146997799
31396,1331.2466632748026
42532,1329.9446325232052
42916,1329.4791236140752
43300,1329.3231364011262
43492,1322.7336211206618
44452,1322.5776339077127
45604,1322.4096972162324
105316,1322.1197774647537
136804,1322.0425440335603
208612,1321.820967719275
216100,1320.294479935765
238756,1320.1739712444125
248164,1319.5891599707695
