Evaluations,BestCost
0,3248.769001577218
100,1286.5513853739592
292,1285.5361255454957
484,1243.652469339051
676,1218.2878908299363
1060,1212.5654040431828
1252,1188.0892306566857
1444,1171.3967990188523
1636,1171.1814230246418
2212,1156.9521280304236
5476,1149.337684760205
5668,1146.78996761054
7012,1138.1106839522593
7204,1130.4650279369073
7396,1127.0155734705793
8740,1127.015573470579
16036,1122.7347184997134
34468,1121.902669563968
34660,1119.139061412981
37732,1117.2152325052741
219748,1117.215232505274
