Evaluations,BestCost
0,2554.3129217277665
100,1271.4570318419633
292,1265.273743263735
484,1257.5335967521073
676,1248.555345243036
868,1235.0700289898532
1060,1233.5102124386262
13348,1217.488556722365
13540,1188.327114516316
13732,1183.7884136311047
13924,1182.5117040162222
14692,1182.511704016222
22564,1179.4781398028224
22756,1178.9118109402507
30436,1171.6702818968688
30628,1168.0436379650487
30820,1167.5353710378142
40420,1166.1184010988236
337252,1158.9260766689213
337828,1147.9945965855982
