Evaluations,BestCost
0,2943.7276729613977
100,1316.834362369312
292,1262.3012710730059
484,1207.8853018383634
676,1177.09206365551
868,1145.1610038544454
1060,1131.9452503967163
1252,1119.5652906473474
1444,1054.0403549632058
1636,1033.225063697995
1828,1031.665247146768
2020,1030.9055064360869
2980,1018.5187096239979
3364,1007.8788482968079
3556,1002.9293453567249
4324,995.6932572360956
4516,994.4420021865193
5476,991.08993514743
7012,988.5640523780061
7780,972.3191671285336
15268,970.2836287829775
15652,966.7150558159587
