Evaluations,BestCost
0,2574.745545603869
100,1273.2239147362457
296,1263.2418689865174
492,1241.0621618013677
688,1218.177893492964
884,1194.637457656309
1080,1171.9455831038463
1276,1162.3535185678363
1472,1138.7777691926583
1668,1098.506653764067
1864,1079.2372279920373
2060,1076.1315608853263
2256,1065.3989685552935
2452,1063.9670604153278
2648,1061.5856978709946
2844,1059.415503275081
3040,1059.3528688894023
3236,1054.5781214637618
3628,1053.839835007814
3824,1053.3859130980904
4216,1052.1724723094528
4412,1052.1724723094526
5392,1051.6395292672087
26168,1050.9266663637734
27344,1050.6740848064921
180812,1045.7023187791349
181008,1045.5031779508683
181400,1042.1512483475985
181596,1041.1572450837587
181988,1041.1572450837584
186300,1033.1150427224886
186496,1032.9840340518558
186692,1032.3614415263166
187084,1025.4100894782807
187476,1025.4100894782805
225304,995.6877511548254
225696,973.659271953268
225892,949.1794866117709
226088,947.9257194945847
226284,941.0033503220741
227068,940.6679514079517
227852,936.4199435917646
228440,936.3167517822791
228832,936.2108186111112
229224,936.0353957025947
230400,935.5119551688437
230596,935.311353131399
